"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Predicted"
"28198","M",52,5,"Suburban","Yes","High","Yearly","Intermediate",5.34,0.0287065801153247
"28199","M",46,4,"Countryside low","Yes","Intermediate","Quarterly","Intermediate",2.24,0.0173944365345757
"28200","M",34,4,"Countryside low","Yes","Intermediate","Yearly","Intermediate",2.11,0.022890697983708
"28201","M",19,7,"Countryside low","No","Low","Quarterly","Full",2.98,0.0154920779038718
"28202","F",30,10,"Countryside low","No","Intermediate","Yearly","Intermediate",3.9,0.0130831363381944
"28203","M",35,7,"Coutryside high","No","Intermediate","Yearly","Intermediate",2.09,0.0228502853630036
"28204","M",46,4,"Countryside low","No","Normal","Yearly","Basic",2,0.0144340496874858
"28205","F",25,6,"Countryside low","No","Low","Yearly","Basic",1.79,0.0121422245830659
"28206","F",46,6,"Coutryside high","No","Low","Yearly","Intermediate",0.99,0.0136271776437013
"28207","M",77,4,"Urban","No","Normal","Quarterly","Basic",4.16,0.0207128425839304
"28208","F",62,9,"Countryside low","No","Normal","Monthly","Basic",3.79,0.0131288791961645
"28209","M",53,5,"Suburban","Yes","Normal","Quarterly","Intermediate",1.6,0.0247228862015349
"28210","F",18,8,"Coutryside high","No","High","Yearly","Intermediate",6.7,0.0226075502527252
"28211","M",41,4,"Countryside low","No","Normal","Yearly","Intermediate",2.94,0.0157168007793206
"28212","F",36,6,"Urban","No","Normal","Quarterly","Basic",3.01,0.0244945731835865
"28213","F",53,5,"Urban","No","Normal","Yearly","Intermediate",2.59,0.0163600707258933
"28214","F",24,6,"Countryside low","No","High","Yearly","Full",5.09,0.0192472183284172
"28215","F",47,5,"Urban","No","Normal","Monthly","Intermediate",0.08,0.0295680167373507
"28216","M",44,7,"Countryside low","No","Intermediate","Yearly","Intermediate",2.25,0.0153202523156288
"28217","F",48,6,"Countryside low","No","Low","Yearly","Full",4.36,0.0123108303016109
"28218","M",18,6,"Suburban","No","Normal","Yearly","Intermediate",1.14,0.0245597754183631
"28219","F",32,10,"Suburban","Yes","Normal","Yearly","Intermediate",3,0.019040986940673
"28220","M",73,5,"Countryside low","Yes","Low","Yearly","Intermediate",5.35,0.0133896707451149
"28221","M",21,1,"Urban","Yes","Normal","Yearly","Basic",1.32,0.038635121469716
"28222","F",64,9,"Suburban","Yes","Normal","Yearly","Intermediate",4.25,0.0147621736684147
"28223","M",47,4,"Urban","Yes","Intermediate","Yearly","Intermediate",3.6,0.0325126964123028
"28224","M",33,7,"Suburban","No","Low","Yearly","Intermediate",3.62,0.017992109172558
"28225","M",66,2,"Countryside low","No","Intermediate","Yearly","Intermediate",1,0.0141452371054905
"28226","F",60,8,"Suburban","Yes","Low","Monthly","Intermediate",3.33,0.0271921950062028
"28227","F",59,9,"Suburban","No","Normal","Monthly","Full",2.98,0.0202219108727455
"28228","M",30,3,"Suburban","No","Low","Yearly","Intermediate",3.22,0.0201627940783853
"28229","F",55,3,"Countryside low","Yes","High","Quarterly","Basic",6.74,0.0252446600813595
"28230","M",32,7,"Suburban","Yes","Normal","Yearly","Intermediate",3.33,0.0273232782194728
"28231","F",38,2,"Suburban","Yes","Normal","Quarterly","Basic",2.09,0.0227937097817208
"28232","M",33,7,"Suburban","No","High","Monthly","Intermediate",4.03,0.0323024965567947
"28233","F",65,4,"Countryside low","No","Normal","Yearly","Full",2.31,0.0124569798091028
"28234","M",23,4,"Urban","No","Intermediate","Quarterly","Basic",0.08,0.0345557367379361
"28235","F",58,2,"Coutryside high","Yes","Normal","Yearly","Basic",4.85,0.0176153445848652
"28236","M",76,7,"Coutryside high","No","Low","Yearly","Intermediate",3.08,0.0133975107393735
"28237","M",29,7,"Countryside low","Yes","Low","Yearly","Intermediate",2.36,0.018300589667865
"28238","F",36,7,"Countryside low","No","Normal","Yearly","Basic",4.15,0.0122292919758703
"28239","F",56,7,"Suburban","No","High","Monthly","Basic",3.4,0.0359820607634856
"28240","M",39,4,"Urban","No","Low","Yearly","Basic",0.42,0.0206381271614405
"28241","F",24,7,"Urban","Yes","Normal","Monthly","Intermediate",2.64,0.0371361971680156
"28242","M",58,6,"Urban","Yes","Intermediate","Yearly","Intermediate",2.75,0.0280281357858011
"28243","F",34,8,"Urban","Yes","Low","Yearly","Intermediate",4.15,0.0204828789386956
"28244","F",50,0,"Countryside low","Yes","Low","Monthly","Basic",3.96,0.0126141485570825
"28245","M",59,7,"Coutryside high","No","Normal","Yearly","Intermediate",3.23,0.0170679334719721
"28246","M",67,0,"Urban","No","Normal","Yearly","Basic",0.4,0.0197962201494861
"28247","F",46,5,"Urban","Yes","Intermediate","Yearly","Intermediate",2.69,0.0240300405757284
"28248","F",69,8,"Suburban","No","Normal","Quarterly","Intermediate",4.55,0.018522186245494
"28249","F",27,3,"Suburban","Yes","High","Yearly","Basic",4.66,0.027009626266833
"28250","M",55,1,"Urban","No","Intermediate","Monthly","Intermediate",2.6,0.0341568503674418
"28251","M",29,4,"Suburban","No","Normal","Monthly","Basic",3.92,0.0319090242534644
"28252","M",53,6,"Coutryside high","No","Intermediate","Quarterly","Full",2.3,0.0231744069620298
"28253","F",67,1,"Countryside low","Yes","Normal","Yearly","Basic",1.7,0.0129004478659577
"28254","M",36,6,"Countryside low","Yes","Normal","Yearly","Intermediate",4.42,0.0201022643713571
"28255","F",73,6,"Countryside low","Yes","High","Yearly","Full",3.07,0.0158179256502406
"28256","M",45,5,"Countryside low","Yes","Normal","Quarterly","Intermediate",2.72,0.0168125978434505
"28257","M",29,3,"Suburban","Yes","Normal","Yearly","Intermediate",4.19,0.0307270480001337
"28258","M",43,2,"Urban","No","Normal","Yearly","Basic",4.84,0.0240049392817151
"28259","M",49,5,"Urban","No","Low","Yearly","Intermediate",4.39,0.0194321541753835
"28260","M",33,7,"Coutryside high","No","Low","Yearly","Intermediate",3.46,0.0189302422340152
"28261","F",18,3,"Coutryside high","No","Normal","Yearly","Intermediate",2.44,0.0206493721449303
"28262","M",58,4,"Urban","No","Low","Yearly","Intermediate",1.24,0.0182418526958108
"28263","F",35,7,"Coutryside high","Yes","Normal","Quarterly","Basic",4.19,0.0215108117322602
"28264","M",61,7,"Urban","No","Normal","Quarterly","Full",4.42,0.0246473082474923
"28265","M",50,5,"Suburban","No","Normal","Monthly","Intermediate",1.71,0.0281611086077749
"28266","M",54,6,"Coutryside high","No","Intermediate","Yearly","Intermediate",3.04,0.0193875148456913
"28267","M",39,1,"Urban","Yes","High","Yearly","Basic",2.64,0.0393870403715486
"28268","F",49,4,"Countryside low","Yes","Normal","Yearly","Basic",3.27,0.0138597106323787
"28269","M",45,2,"Suburban","Yes","High","Yearly","Full",0.08,0.0386779435812316
"28270","M",56,5,"Urban","Yes","Intermediate","Yearly","Basic",2.19,0.0275413829225942
"28271","M",18,9,"Suburban","No","Normal","Yearly","Intermediate",0.08,0.0229374941403188
"28272","M",58,4,"Countryside low","No","Intermediate","Yearly","Intermediate",1.63,0.0145029646978739
"28273","M",43,7,"Coutryside high","No","Normal","Yearly","Full",2.21,0.0240213141870729
"28274","M",44,4,"Countryside low","Yes","Low","Monthly","Basic",4.17,0.0241234271489986
"28275","M",37,8,"Coutryside high","No","Normal","Quarterly","Full",5.23,0.0260516751787957
"28276","M",63,6,"Suburban","No","Low","Yearly","Intermediate",3.53,0.0143235759108995
"28277","F",51,7,"Urban","Yes","Normal","Yearly","Basic",1.59,0.0193065542430899
"28278","F",38,0,"Urban","Yes","Intermediate","Yearly","Basic",6.26,0.0274505169867915
"28279","M",47,9,"Urban","No","Intermediate","Yearly","Intermediate",4.26,0.0223283731621967
"28280","M",38,6,"Coutryside high","Yes","Normal","Yearly","Intermediate",2.29,0.027798649089708
"28281","M",28,6,"Coutryside high","No","Normal","Yearly","Intermediate",2.08,0.0234677734251902
"28282","M",60,9,"Urban","Yes","Normal","Yearly","Intermediate",3.34,0.0240280251000855
"28283","M",18,5,"Urban","No","Intermediate","Yearly","Full",4.43,0.038405276037409
"28284","F",47,10,"Countryside low","Yes","Intermediate","Yearly","Basic",4.18,0.0134071533155223
"28285","M",38,4,"Urban","No","Intermediate","Yearly","Basic",1.5,0.0257732832038567
"28286","F",39,7,"Urban","No","Low","Quarterly","Intermediate",0.25,0.0171094570550724
"28287","M",36,4,"Countryside low","No","Intermediate","Yearly","Basic",5.66,0.0164617981509403
"28288","M",48,3,"Suburban","Yes","Low","Quarterly","Intermediate",2.25,0.0209683071837403
"28289","M",18,7,"Suburban","No","Normal","Quarterly","Full",0.08,0.0320099327056142
"28290","F",31,7,"Countryside low","No","Normal","Yearly","Intermediate",1.81,0.0130186584851417
"28291","M",60,4,"Suburban","Yes","Intermediate","Yearly","Full",1.02,0.0287019685691777
"28292","M",34,4,"Countryside low","No","Intermediate","Yearly","Intermediate",2.85,0.0176648677459761
"28293","M",52,2,"Suburban","No","Low","Yearly","Intermediate",4.27,0.0168047155980918
"28294","M",79,11,"Suburban","No","Intermediate","Quarterly","Intermediate",1.8,0.0306600508431991
"28295","M",39,7,"Countryside low","No","Normal","Yearly","Intermediate",7.33,0.015128466603183
"28296","M",42,1,"Coutryside high","Yes","Low","Monthly","Full",1.93,0.0280447798393278
"28297","F",44,4,"Coutryside high","No","Normal","Yearly","Intermediate",1.54,0.0159606397459521
"28298","M",18,3,"Suburban","Yes","High","Yearly","Intermediate",4.78,0.0402331483721981
"28299","F",33,7,"Suburban","No","Intermediate","Yearly","Basic",2.25,0.0158676461455864
"28300","F",45,5,"Suburban","No","Intermediate","Yearly","Full",1.87,0.0186179270206803
"28301","F",31,6,"Urban","No","High","Yearly","Intermediate",2.64,0.0239524849396319
"28302","M",46,4,"Suburban","Yes","Low","Monthly","Intermediate",0.08,0.0384119025438684
"28303","M",68,6,"Urban","Yes","Intermediate","Yearly","Intermediate",3,0.0253711086641935
"28304","F",51,4,"Countryside low","No","High","Yearly","Basic",3.67,0.0131180738936196
"28305","F",25,9,"Suburban","No","Intermediate","Yearly","Full",4.79,0.0206729795487499
"28306","M",48,7,"Coutryside high","No","Low","Quarterly","Basic",1.06,0.0154488269680656
"28307","F",38,5,"Urban","No","Normal","Yearly","Basic",2.05,0.0176945776391684
"28308","F",82,5,"Countryside low","No","Normal","Yearly","Intermediate",5.76,0.01058776489173
"28309","M",39,0,"Suburban","No","Normal","Yearly","Intermediate",3.22,0.0228012591215772
"28310","M",51,4,"Countryside low","No","Normal","Yearly","Full",1.25,0.017043739731038
"28311","F",63,9,"Urban","No","Normal","Quarterly","Full",2.97,0.0195743430620827
"28312","M",24,1,"Suburban","No","Normal","Yearly","Intermediate",4.04,0.0259114722212475
"28313","M",41,7,"Countryside low","No","Low","Yearly","Intermediate",4.63,0.0134364950059672
"28314","F",50,3,"Suburban","No","Intermediate","Monthly","Basic",5,0.0221983921818047
"28315","M",61,3,"Suburban","No","Low","Yearly","Intermediate",4.76,0.0153073091699749
"28316","F",62,9,"Suburban","No","Low","Monthly","Basic",4.94,0.0253451973856688
"28317","M",26,3,"Urban","Yes","Normal","Monthly","Intermediate",5.43,0.050391079861495
"28318","F",73,7,"Coutryside high","No","Intermediate","Yearly","Full",4.72,0.01479356482026
"28319","F",61,3,"Urban","No","Low","Quarterly","Intermediate",1.48,0.0157247662551715
"28320","F",82,3,"Countryside low","No","Normal","Monthly","Full",4.68,0.0127769361359747
"28321","F",18,2,"Countryside low","No","High","Yearly","Intermediate",2.18,0.0184473532212501
"28322","M",37,3,"Coutryside high","Yes","High","Quarterly","Basic",3.39,0.0317624252073627
"28323","F",61,3,"Suburban","Yes","High","Monthly","Intermediate",2.57,0.0421304697843448
"28324","F",53,8,"Coutryside high","Yes","Intermediate","Monthly","Basic",2.53,0.0201864865704658
"28325","M",52,3,"Coutryside high","Yes","Normal","Yearly","Intermediate",1.56,0.0258767721653622
"28326","M",25,6,"Urban","Yes","Normal","Yearly","Full",3.4,0.0417245633483564
"28327","F",42,5,"Suburban","No","Normal","Yearly","Full",2.32,0.0180073281212352
"28328","M",47,8,"Countryside low","No","Intermediate","Quarterly","Full",5.75,0.015237172987343
"28329","F",19,3,"Suburban","Yes","Normal","Quarterly","Intermediate",4.58,0.0298210248297012
"28330","M",30,3,"Suburban","Yes","High","Yearly","Intermediate",2.67,0.0365879332153673
"28331","F",31,8,"Urban","Yes","Low","Yearly","Intermediate",5.98,0.0210944634209819
"28332","F",18,4,"Urban","Yes","Normal","Yearly","Intermediate",3.04,0.0303671847611099
"28333","M",56,3,"Coutryside high","No","Intermediate","Yearly","Basic",1.68,0.0191602833925389
"28334","M",56,10,"Suburban","No","Normal","Yearly","Intermediate",1.92,0.0157771235471169
"28335","F",43,0,"Countryside low","Yes","Normal","Yearly","Intermediate",4.77,0.0162892953423757
"28336","M",32,6,"Countryside low","No","Low","Monthly","Intermediate",4.08,0.0140764017736772
"28337","F",39,4,"Urban","No","Normal","Yearly","Intermediate",3.84,0.0189297595520716
"28338","F",52,3,"Countryside low","No","Normal","Yearly","Intermediate",1.16,0.0121726768623217
"28339","F",44,1,"Suburban","Yes","Intermediate","Yearly","Intermediate",3.78,0.0220391553437139
"28340","F",66,0,"Suburban","No","Intermediate","Yearly","Full",3.92,0.0170561115453794
"28341","F",33,5,"Coutryside high","No","High","Yearly","Basic",1.03,0.0196538441172202
"28342","M",76,1,"Suburban","Yes","Intermediate","Monthly","Intermediate",3.33,0.0244819369804399
"28343","M",37,4,"Countryside low","Yes","Intermediate","Yearly","Intermediate",3.84,0.0222142559840123
"28344","F",62,1,"Suburban","No","Intermediate","Quarterly","Intermediate",3.45,0.0198322789076648
"28345","F",39,4,"Countryside low","No","Intermediate","Monthly","Intermediate",1.15,0.0154970616527588
"28346","F",38,1,"Countryside low","Yes","Intermediate","Yearly","Full",4.74,0.0212896801838736
"28347","F",59,7,"Urban","Yes","Normal","Yearly","Intermediate",3.42,0.0189517157618537
"28348","F",58,9,"Coutryside high","No","Normal","Yearly","Basic",0.9,0.0127856058793045
"28349","F",82,4,"Urban","No","Intermediate","Yearly","Basic",2.27,0.0134465394923555
"28350","M",40,3,"Suburban","No","Normal","Monthly","Intermediate",2.69,0.032491174467752
"28351","M",56,4,"Suburban","No","Normal","Quarterly","Intermediate",2.24,0.0231954296152701
"28352","M",72,5,"Countryside low","No","Intermediate","Yearly","Full",3.22,0.0148670401619105
"28353","M",18,5,"Countryside low","No","Normal","Yearly","Full",3.23,0.0228415357337797
"28354","F",54,4,"Urban","No","Intermediate","Yearly","Basic",1.52,0.0166179511032442
"28355","M",38,13,"Countryside low","No","Intermediate","Yearly","Basic",1.99,0.0138549022456636
"28356","M",51,4,"Countryside low","No","Intermediate","Yearly","Intermediate",5.18,0.0152963440450242
"28357","M",39,5,"Suburban","Yes","Intermediate","Yearly","Full",0.41,0.0342054506398644
"28358","F",53,6,"Suburban","No","Intermediate","Yearly","Intermediate",2.64,0.0144891054382443
"28359","M",57,5,"Urban","No","Normal","Yearly","Basic",1.25,0.0195438576440639
"28360","F",56,3,"Suburban","Yes","Normal","Yearly","Intermediate",4.02,0.0176627821976496
"28361","M",66,5,"Urban","Yes","Normal","Monthly","Intermediate",3.16,0.0304111670371146
"28362","M",18,7,"Coutryside high","No","Normal","Yearly","Intermediate",3.22,0.0253645269641241
"28363","M",33,2,"Suburban","No","High","Yearly","Basic",2.79,0.0267454827464564
"28364","M",34,5,"Coutryside high","Yes","Normal","Yearly","Intermediate",2.06,0.0295549153697275
"28365","F",56,6,"Urban","No","Normal","Yearly","Basic",4.72,0.014935077693935
"28366","F",58,8,"Urban","No","Low","Yearly","Basic",1.47,0.0129265370954797
"28367","F",54,7,"Coutryside high","Yes","Low","Monthly","Intermediate",2.57,0.029008218147267
"28368","M",55,3,"Countryside low","No","Intermediate","Yearly","Full",2.48,0.0178018668693528
"28369","F",41,1,"Urban","No","Low","Quarterly","Intermediate",2.44,0.0185706514555866
"28370","F",47,0,"Suburban","Yes","Normal","Yearly","Basic",4.75,0.0193379355979504
"28371","M",36,8,"Countryside low","No","Intermediate","Yearly","Basic",6.13,0.015283021606678
"28372","F",45,2,"Urban","No","Low","Quarterly","Full",6,0.0183228785574793
"28373","M",29,5,"Coutryside high","No","Intermediate","Yearly","Intermediate",2.6,0.0254011949182396
"28374","F",35,8,"Urban","No","Intermediate","Monthly","Intermediate",3.1,0.0296327810489187
"28375","F",61,5,"Urban","No","Normal","Quarterly","Basic",5.83,0.0205756440798204
"28376","M",61,7,"Suburban","No","Normal","Yearly","Basic",1.99,0.0152509102659366
"28377","M",32,4,"Urban","No","Intermediate","Yearly","Full",3.15,0.0348259717180255
"28378","M",39,3,"Coutryside high","No","Normal","Yearly","Basic",2.99,0.0211896864480773
"28379","M",58,6,"Coutryside high","No","Intermediate","Yearly","Full",2.43,0.0225896812154
"28380","F",45,4,"Urban","No","Low","Yearly","Basic",4.87,0.0150378282324082
"28381","M",23,5,"Suburban","No","Normal","Monthly","Intermediate",3.73,0.0372656068480156
"28382","M",36,3,"Countryside low","No","Low","Monthly","Intermediate",1.42,0.0143091746016402
"28383","F",55,1,"Urban","No","Intermediate","Quarterly","Full",2.11,0.0240042432639568
"28384","F",34,3,"Urban","No","Low","Yearly","Full",2.52,0.021303283852724
"28385","M",35,3,"Suburban","Yes","Low","Yearly","Full",1.11,0.0304202042083901
"28386","M",32,8,"Urban","No","Normal","Yearly","Intermediate",3.31,0.0248493126332945
"28387","M",46,5,"Suburban","No","Intermediate","Monthly","Full",5.32,0.0284201907980475
"28388","M",18,3,"Suburban","Yes","High","Yearly","Intermediate",0.08,0.0402331483721981
"28389","M",44,4,"Suburban","No","Normal","Yearly","Intermediate",3.19,0.0198482170616297
"28390","M",32,3,"Urban","No","Normal","Quarterly","Intermediate",5.53,0.0364396188130231
"28391","F",48,1,"Countryside low","Yes","Normal","Yearly","Full",5.17,0.018159754409517
"28392","M",55,4,"Urban","No","Normal","Yearly","Full",1.98,0.0262993826512083
"28393","F",25,4,"Urban","No","High","Yearly","Intermediate",3.94,0.0266224211191926
"28394","M",58,7,"Urban","No","Normal","Yearly","Intermediate",3.63,0.0196390738085256
